"id","submitdate","lastpage","startlanguage","seed","P1","P2","E1","E2","E3","F1","F2"
"12","1980-01-01 00:00:00","1","en","291683785","A2","A1","5","A4","A5","",""
"13","1980-01-01 00:00:00","1","en","1732073869","A1","A1","4","A4","A3","","it would be nice if the collum names could be changed without the evaluation breaking"
"14","1980-01-01 00:00:00","1","de","1203606114","A1","A1","1","A3","A5","None","SQLAlchemy is good enough, I used for the project the sqlite3, which is pretty similar"
"15","1980-01-01 00:00:00","1","en","862761401","A2","A1","4","A3","A4","What I faced, I have created issue already.","Jayvee is really cool project."
"16","1980-01-01 00:00:00","1","en","842839402","A1","A1","1","A2","A1","",""
"17","1980-01-01 00:00:00","1","en","2041553060","A2","A1","1","A2","A4","",""
"19","1980-01-01 00:00:00","1","en","1397437225","A1","A1","4","A3","A3","",""
"20","1980-01-01 00:00:00","1","en","402566542","A1","A1","2","A3","A3","",""
"21","1980-01-01 00:00:00","1","en","1440210258","A1","A1","2","A2","A4","I don't like reading documentation","None that I could think of, the process was rather straightforward."
"22","1980-01-01 00:00:00","1","en","2056778527","A2","A1","4","A4","A3","I have a problem with the datatype of one column which could be a tuple or list or just an object. I couldn't find what datatypes does the jayvee support for the columns. I just used text and i am not sure if that is the right option, but it seemed to work fine and it appeared correctly in the database.",""
"24","1980-01-01 00:00:00","1","en","1555978216","A1","A1","1","A2","A3","",""
"26","1980-01-01 00:00:00","1","en","964213616","A2","A1","2","A3","A3","can not rename the first row (range only seems to work for columns, not for rows)
no support for advances data types (geodaten was a cell with two comma separated decimals) ","debugger, more functions (change row),"
"27","1980-01-01 00:00:00","1","en","1929702422","A2","A1","6","A4","A4","To understand the syntax of new language ",""
"29","1980-01-01 00:00:00","1","de","1360205853","A1","A1","1","A3","A4","-","Es wäre logischer gewesen die Übung vor der ersten Projektarbeit zu machen."
"30","1980-01-01 00:00:00","1","de","558539811","A2","A1","5","A4","A3","The Documentation was very short of examples and debugging is difficult",""
"31","1980-01-01 00:00:00","1","de","1754205455","A1","A1","3","A4","A4","Keine.","Keine die mir bekannt wären."
"32","1980-01-01 00:00:00","1","en","252764161","A2","A1","1","A4","A4","the pipeline did not do the thing is expected and the error messages where bad but with the -d flag i got the explanations i needed, so i could fix it",""
"33","1980-01-01 00:00:00","1","en","302846230","A1","A1","3","A3","A3","With python I didn't encounter any issues",""
"34","1980-01-01 00:00:00","1","en","529492295","A1","A1","0.5","A3","A3","Python version and virtual env. Getting a specific Python version to run on my local machine is always tedious.",""
"35","1980-01-01 00:00:00","1","en","1564089795","A1","A1","3","A4","A4","Renaming the columns for better speaking names was not possible due to the given tests failing after trying that.","-"
"36","1980-01-01 00:00:00","1","en","1399837541","A1","A1","4","A4","A3","",""
"39","1980-01-01 00:00:00","1","en","1371836797","A1","A1","4","A4","A4","Some more examples in this would have been helpful.
Difficulties while checking exercise feedback",""
"40","1980-01-01 00:00:00","1","en","512590698","A1","A1","1","A4","A3","lack of familiarity with using github!",""
"42","1980-01-01 00:00:00","1","en","736475011","A1","A1","2","A4","A3","Since I am not too familiar with Python, I ran into some general problems with the programming environment and just generally figuring things out","I barely scratched the surface of the existing ones, others would only confuse me more... There is value in restrictions, I think it is good to only include the 2 libraries at this point"
"43","1980-01-01 00:00:00","1","en","181741155","A2","A1","4","A3","A4","When using jayvee, I set up the pipline but can't get a valid database. I know the problem is with the tableinterpreter but I don't know which column has the wrong data type, but then I saw the tutor on the forum and said that you can use jv<file> -d check, I successfully found the problem and solved it","It is helpful that the text datatype recognizes both text and numbers in jayvee"
"44","1980-01-01 00:00:00","1","en","243679279","A1","A1","0.5","A2","A4","",""
"45","1980-01-01 00:00:00","1","en","969996408","A2","A1","0.5","A2","A1","Can't access online data.","N/A"
"46","1980-01-01 00:00:00","1","en","238476618","A2","A1","3","A4","A4","",""
"47","1980-01-01 00:00:00","1","en","313789986","A2","A1","4","A4","A3","understanding how pipeline in Jv works and giving data types to column","provide feedback on datatypes of column"

